요양기관명,종별코드명,시도코드명,시군구코드명,읍면동,우편번호,주소,전화번호
창대온누리약국,약국,서울,관악구,신림동,8856,"서울특별시 관악구 난곡로24길 5, (신림동)",02-837-3006
레아약국,약국,서울,관악구,봉천동,8789,"서울특별시 관악구 봉천로 534, (봉천동)",02-888-2104
한약짓는약국,약국,서울,관악구,신림동,8762,"서울특별시 관악구 남부순환로161가길 26, (신림동)",02-854-5925
옥수이화약국,약국,서울,강남구,개포동,6335,"서울특별시 강남구 개포로 615, 석탑프라자 1층 112,113,114호 (개포동)",02-451-1833
잠실팜약국,약국,서울,강남구,청담동,6075,"서울특별시 강남구 학동로101길 11, 1층 105호 (청담동)",02-512-0999
신화약국,약국,서울,송파구,가락동,5698,"서울특별시 송파구 송파대로 345, 1A동 2040호 (가락동, 헬리오시티)",02-430-9888
충무약국,약국,서울,종로구,종로1가,3161,"서울특별시 종로구 종로 55, 종각지하철역사 152-114호 (종로1가)",02-6941-0453
라온약국,약국,서울,강북구,수유동,1074,"서울특별시 강북구 도봉로 343, 야산빌딩 1층 (수유동)",02-908-4270
세양메디신약국,약국,서울,광진구,중곡동,4920,"서울특별시 광진구 천호대로 517, 1층 103호 (중곡동, 리마크빌 군자)",
시민약국,약국,서울,강남구,삼성동,6087,"서울특별시 강남구 봉은사로 533, 윤곡빌딩 1층 102호 (삼성동)",02-540-7669
불광새봄약국,약국,서울,양천구,목동,7946,"서울특별시 양천구 목동중앙북로 13-1, (목동)",02-2653-6788
매일행복약국,약국,서울,금천구,가산동,8506,"서울특별시 금천구 가산디지털1로 131, 117-1호 (가산동, BYC하이시티)",6947-7772
우리약국,약국,서울,마포구,아현동,4115,"서울특별시 마포구 신촌로32길 3-8, 트렌빌 1층 101호 (아현동)",02-6359-8580
갑진약국,약국,서울,성동구,옥수동,4733,"서울특별시 성동구 매봉길 48, 106호 (옥수동)",02-2297-2123
경희정문약국,약국,서울,송파구,잠실동,5564,"서울특별시 송파구 석촌호수로 80, 송천빌딩 1층 02호 (잠실동)",070-8080-4509
혜화설약국,약국,서울,송파구,잠실동,5563,"서울특별시 송파구 올림픽로12길 34, (잠실동, 103호)",02-2202-2468
비전약국,약국,서울,중구,필동1가,4554,"서울특별시 중구 충무로 3, 225,226,227호 (필동1가)",02-6954-2010
도담약국,약국,서울,서초구,반포동,6506,"서울특별시 서초구 반포대로 291, 4층 434호 (반포동)",
한국약국,약국,서울,양천구,신정동,8104,"서울특별시 양천구 목동남로4길 2, 2층 208-2호 (신정동, 세양청마루2차 주상복합)",02-2687-0322
통인한약국,약국,서울,노원구,공릉동,1815,"서울특별시 노원구 공릉로 176, 1층 (공릉동)",02-976-9815
신세계약국,약국,서울,은평구,대조동,3396,"서울특별시 은평구 통일로 741, 신흥빌딩 4층 (대조동)",02-388-6148
주연약국,약국,서울,성북구,동소문동4가,2832,"서울특별시 성북구 동소문로 43, 흥화브라운 동소문빌딩 1층 (동소문동4가)",02-921-0365
더원약국,약국,서울,금천구,시흥동,8632,"서울특별시 금천구 시흥대로 211, (시흥동)",02-802-0023
아름약국,약국,서울,은평구,수색동,3502,"서울특별시 은평구 은평터널로 16, DMC파인시티자이상가 1층 313호 (수색동)",
맥스약국,약국,서울,강동구,명일동,5269,"서울특별시 강동구 동남로 877, 한화오벨리스크스위트 103호 (명일동)",02-442-0805
참약사삼흥약국,약국,서울,종로구,명륜2가,3073,"서울특별시 종로구 성균관로 1, 1호 (명륜2가)",02-766-8273
이룸약국,약국,서울,강동구,강일동,5415,"서울특별시 강동구 아리수로93나길 80, 성산타워2 108호 (강일동)",02-6478-7388
민생약국,약국,서울,송파구,가락동,5820,"서울특별시 송파구 동남로 209, 1층 101호 (가락동)",02-449-9205
인선약국,약국,서울,동대문구,청량리동,2483,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",02-964-0168
새휘정약국,약국,서울,종로구,통인동,3036,"서울특별시 종로구 필운대로6길 29, (통인동)",070-8815-0123
푸른약국,약국,서울,양천구,신정동,8106,"서울특별시 양천구 신정로 312, 107호 (신정동, 목동뉴프라자상가)",2607-7946
인정온누리약국,약국,서울,노원구,상계동,1638,"서울특별시 노원구 덕릉로 779, (상계동)",02-952-8560
정대식약국,약국,서울,광진구,자양동,5072,"서울특별시 광진구 동일로18길 73, 1층 (자양동)",464-8127
초록약국,약국,서울,서초구,반포동,6506,"서울특별시 서초구 반포대로 291, 5층 546호 (반포동)",
에스약국,약국,서울,양천구,신정동,8082,"서울특별시 양천구 신월로 304, 1층 (신정동)",2654-0530
한진당약국,약국,서울,송파구,방이동,5542,"서울특별시 송파구 올림픽로 336, 대우유토피아오피스텔 지하B09호 (방이동)",02-416-5920
신나래약국,약국,서울,중랑구,망우동,2066,"서울특별시 중랑구 망우로 463, 1층 103호 (망우동)",02-432-2624
혜중약국,약국,서울,송파구,가락동,5829,"서울특별시 송파구 중대로 118, 에이치빌딩 103호 (가락동)",02-400-5339
열방약국,약국,서울,노원구,상계동,1674,"서울특별시 노원구 동일로 1550, 고려프라자빌딩 2층 206호 (상계동)",02-933-3588
수서세종약국,약국,서울,강남구,논현동,6105,"서울특별시 강남구 언주로125길 6, (논현동)",02-547-7903
파란문약국,약국,서울,강남구,논현동,6055,"서울특별시 강남구 선릉로 755, 1층 (논현동)",02-542-1954
튼튼약국,약국,서울,강남구,청담동,6077,"서울특별시 강남구 학동로101길 26, 102호 (청담동, 삼익상가)",02-542-1910
365약국,약국,서울,서초구,방배동,6568,"서울특별시 서초구 서초대로 3-4, 1층 101-3호 (방배동, 방배디오슈페리움)",02-599-5388
호정약국,약국,서울,성북구,삼선동1가,2865,"서울특별시 성북구 삼선교로 14, (삼선동1가)",02-766-6733
장수약국,약국,서울,도봉구,창동,1417,"서울특별시 도봉구 노해로70길 54, 122호 (창동, 주공19단지 상가)",02-991-0400
비트플렉스약국,약국,서울,은평구,증산동,3504,"서울특별시 은평구 수색로 191, (증산동)",02-373-4190
서울대림약국,약국,서울,서초구,서초동,6657,"서울특별시 서초구 서초대로40길 77, 102호 (서초동)",02-3471-0620
솔약국,약국,서울,동대문구,제기동,2571,"서울특별시 동대문구 고산자로36길 3, (제기동)",02-960-5009
대치라벤더약국,약국,서울,금천구,시흥동,8622,"서울특별시 금천구 독산로 137, (시흥동, 시흥음악학원)",070-8886-9369
참사랑이화약국,약국,서울,동대문구,이문동,2406,"서울특별시 동대문구 이문로 186, 1층 (이문동)",02-967-6692
소명약국,약국,서울,노원구,상계동,1630,"서울특별시 노원구 동일로 1622, 유성상가 1층 (상계동)",
송약국,약국,서울,강남구,수서동,6349,"서울특별시 강남구 광평로51길 6-11, 문암빌딩 2층 (수서동)",02-3411-9464
선사약국,약국,서울,종로구,교북동,3165,"서울특별시 종로구 송월길 155, 1층 4112~3호 (교북동, 경희궁자이 4단지)",02-723-6209
마프자서울약국,약국,서울,관악구,신림동,8775,"서울특별시 관악구 신원로 16, (신림동)",02-856-0528
정감약국,약국,서울,중랑구,면목동,2146,"서울특별시 중랑구 면목로 407, 면목역 지하1층 108호 (면목동)",02-2208-0365
강동프라자약국,약국,서울,용산구,효창동,4311,"서울특별시 용산구 효창원로93길 9, 한빛빌딩 2층 201호 (효창동)",02-712-1276
유약국,약국,서울,강북구,수유동,1033,"서울특별시 강북구 삼양로 441, 은행빌딩 (수유동)",02-6956-3200
연세약국,약국,서울,성동구,행당동,4750,"서울특별시 성동구 왕십리광장로 17, (행당동, 비트플랙스내 2층 A05,06)",02-2200-1549
봉천당약국,약국,서울,영등포구,대림동,7442,"서울특별시 영등포구 시흥대로 663, (대림동)",02-6953-7115
본약국,약국,서울,성북구,장위동,2762,"서울특별시 성북구 돌곶이로40길 46, 상가1동 5호 (장위동, 꿈의숲 아이파크)",02-943-5988
휴베이스 동아약국,약국,서울,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2947, 재경빌딩 6층 601호 (대치동)",02-501-7582
새경희약국,약국,서울,마포구,연남동,3989,"서울특별시 마포구 연남로 42, 상가B동 117호 (연남동, 코오롱하늘채아파트)",02-6358-5865
경희온누리약국,약국,서울,노원구,상계동,1621,"서울특별시 노원구 동일로250길 17, 108호 (상계동, 은빛3단지아파트)",02-934-9114
혜민약국,약국,서울,양천구,목동,8000,"서울특별시 양천구 오목로 325, 지하1층 (목동)",02-2062-2575
강남미소약국,약국,서울,강동구,암사동,5263,"서울특별시 강동구 올림픽로 800, (암사동)",02-442-8418
마포온누리약국,약국,서울,마포구,염리동,4124,"서울특별시 마포구 대흥로24길 24, 상가A동 206호 (염리동)",02-711-3119
하나로약국,약국,서울,강동구,천호동,5248,"서울특별시 강동구 올림픽로 653, 우장빌딩 1층 109호 (천호동)",02-472-0368
한강약국,약국,서울,강동구,성내동,5378,"서울특별시 강동구 올림픽로 624, 강동메디컬센터 1층 (성내동)",02-470-0203
호원엠약국,약국,서울,강서구,화곡동,7649,"서울특별시 강서구 화곡로 329, 101호 (화곡동)",02-2695-7576
웰빙메디칼약국,약국,서울,강서구,화곡동,7714,"서울특별시 강서구 화곡로 161, 대성빌딩 104,105호 (화곡동)",2065-8234
청수약국,약국,서울,관악구,봉천동,8789,"서울특별시 관악구 봉천로 518, (봉천동)",02-883-7425
행복한약국,약국,서울,동대문구,전농동,2505,"서울특별시 동대문구 전농로 212, 1층 (전농동)",02-3394-7786
스마일약국,약국,서울,관악구,봉천동,8792,"서울특별시 관악구 봉천로 576, 1층 106호 (봉천동, 동아타운아파트)",02-6949-5732
그랜드약국,약국,서울,동대문구,회기동,2454,"서울특별시 동대문구 경희대로1가길 27, (회기동)",02-964-2199
서울종로약국,약국,서울,동대문구,회기동,2454,"서울특별시 동대문구 경희대로1가길 32, (회기동)",02-3295-0055
뉴타운약국,약국,서울,강북구,미아동,1175,"서울특별시 강북구 솔샘로67길 118, 1층 (미아동)",02-6406-1177
청실약국,약국,서울,강남구,역삼동,6223,"서울특별시 강남구 논현로86길 22, 1층 (역삼동)",02-555-5640
신우당약국,약국,서울,마포구,도화동,4167,"서울특별시 마포구 큰우물로 76, 고려빌딩 101호 (도화동)",02-717-0608
누가약국,약국,서울,도봉구,창동,1413,"서울특별시 도봉구 마들로11길 20, 1층 (창동, 농협창동유통센타)",02-903-0903
동문약국,약국,서울,마포구,상암동,3908,"서울특별시 마포구 월드컵북로 361, 102호 (상암동, 디엠씨이안 상암2단지)",02-305-0350
참성심약국,약국,서울,영등포구,영등포동2가,7249,"서울특별시 영등포구 버드나루로7길 7, (영등포동2가)",02-2676-4850
금성약국,약국,서울,강동구,성내동,5399,"서울특별시 강동구 성내로 66, 채원빌딩 (성내동)",02-488-1512
봄내약국,약국,서울,강북구,미아동,1170,"서울특별시 강북구 도봉로 187, (미아동)",02-984-2752
까치프라자약국,약국,서울,송파구,신천동,5507,"서울특별시 송파구 올림픽로37길 130, 파크리오 A상가동 307호 (신천동)",02-424-7786
청송온누리약국,약국,서울,동대문구,용두동,2585,"서울특별시 동대문구 천호대로25길 81, 1층 103호 (용두동, 랜드마크타워1)",02-3493-6912
메디팜무지개약국,약국,서울,양천구,목동,7957,"서울특별시 양천구 목동중앙남로11길 4, (목동)",02-2642-4128
참좋은온누리약국,약국,서울,양천구,신정동,8058,"서울특별시 양천구 중앙로 275, (신정동)",02-2606-8933
극동약국,약국,서울,은평구,진관동,3311,"서울특별시 은평구 통일로 1030, 은평헤스티아 1,2층 101, 201호호 (진관동)",
한양약국,약국,서울,서초구,방배동,6567,"서울특별시 서초구 동작대로 132, 지하2층 (방배동, 안석빌딩)",02-532-5427
강남제일약국,약국,서울,광진구,화양동,5016,"서울특별시 광진구 아차산로29길 55, (화양동)",02-462-8447
다인약국,약국,서울,종로구,명륜4가,3079,"서울특별시 종로구 대학로 117, (명륜4가)",02-3676-4000
옵티마상원약국,약국,서울,강북구,미아동,1197,"서울특별시 강북구 삼양로27길 43, 2층 201,202호 (미아동, 위브 테라스 파크)",02-982-0721
수명산약국,약국,서울,중구,무교동,4520,"서울특별시 중구 무교로 15, 1층 (무교동, 남강건설회관빌딩)",02-3789-6953
청담본약국,약국,서울,동대문구,제기동,2570,"서울특별시 동대문구 약령동길 84, 1층 (제기동)",02-969-8670
푸른솔약국,약국,서울,강북구,미아동,1194,"서울특별시 강북구 솔샘로 254, (미아동)",02-945-6132
예다인온누리약국,약국,서울,노원구,하계동,1830,"서울특별시 노원구 공릉로59나길 78-10, (하계동)",02-949-7070
대형약국,약국,서울,관악구,봉천동,8789,"서울특별시 관악구 남부순환로 1862, (봉천동)",02-887-1131
건강한세상약국,약국,서울,송파구,가락동,5716,"서울특별시 송파구 송이로 111, (가락동, 청석빌딩 1층)",02-443-7789
연신우리약국,약국,서울,관악구,신림동,8701,"서울특별시 관악구 난곡로 351, (신림동)",02-851-2525
수정프라자약국,약국,서울,광진구,구의동,5043,"서울특별시 광진구 자양로 112, 111호,112호,113호 (구의동)",02-447-1500
성모메디컬약국,약국,서울,양천구,목동,7950,"서울특별시 양천구 등촌로 214, (목동)",02-2643-5511
부부약국,약국,서울,관악구,신림동,8760,"서울특별시 관악구 신림동5길 31, 1층 (신림동)",02-882-8234
