name,Closed Notice_Holiday,Emergency Room_Day_Operation Status,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
약손부부한의원,오후 12시 이후,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
정인부부한의원,오전9시~오후3시30까지,N,N,0,0,900,1830,900,1830,900,1830,0,0,900,1830,900,1530
정한의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
손호영한의원,,N,N,900,1400,900,2000,900,2000,900,2000,900,2000,900,2000,900,1400
화목한의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
(의)삼세의료재단 삼세한의원,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
대통한의원,전부 휴진,N,N,,,930,1900,930,1930,930,1900,930,1930,930,1900,930,1500
기장한의원,,N,N,930,1300,900,1830,900,1830,900,2030,900,1830,900,1830,900,1300
경희한의원,,N,N,,,930,2100,930,2100,930,2100,930,2100,930,2100,930,1400
보명당한의원,,N,N,,,900,1900,900,1900,900,1900,,,900,1900,900,1500
정도한의원,,N,N,1000,1500,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
중외부부한의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
국보한의원,,N,N,,,930,2030,930,1900,930,1900,1400,2030,930,1900,930,1400
"척척의원,한의원",휴진/ 대체휴일은 단축진료,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1530
금빛한의원,휴진(대체공휴일은 정상진료합니다),N,N,,,,,,,,,,,,,,
바른맥한의원,"설, 추석, 공휴일, 대체공휴일은 휴진입니다.",N,N,930,1230,930,1830,930,2000,930,1830,930,2000,930,1830,,
청암한의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
초량한의원,"휴진, 단 근로자의 날(5월1일), 한글날(10월9일), 대체휴일 은 정상진료함.",N,N,,,,,,,,,,,,,,
김영길한의원,전부 휴진,N,N,,,930,1800,930,1800,930,1300,930,1800,930,1800,930,1300
명지365다나슬한의원,,N,N,1300,1900,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1700
해인한의원,,N,N,,,,,,,,,,,,,,
은행나무한의원,휴진,N,N,,,900,1900,900,2100,900,1900,900,2100,900,1900,900,1400
손한의원,,N,N,,,930,1900,930,1900,930,2100,930,1900,930,1900,,
몸과마음한의원,10:00~14:00(점심시간없음),N,N,1000,1400,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1400
튼튼마디한의원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,1430,1900,930,1900,930,1500
해민한의원,전부 휴진,N,N,,,,,,,,,,,,,,
고든몸한의원,15:00까지 진료,N,N,,,900,2000,900,2000,900,2000,,,900,2000,900,1500
신호한의원,전부 휴진,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
민한의원,오후 4:00 까지 진료 (점심시간 없음),N,N,1000,1700,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1700
신덕한의원,"크리스마스, 설날, 추석당일, 어린이날만 휴진",N,N,1000,1500,930,2000,930,2000,930,2000,930,2000,930,1900,930,1500
온유한의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
보광한의원,법정공휴일 전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
경희상훈한의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
만덕한의원,전부 휴진,N,N,,,930,1800,930,2000,,,930,2000,930,1800,930,1500
명인당한의원,,N,N,,,900,1820,900,1820,900,1820,900,1820,900,1820,900,1350
다온한의원,전부 휴진,N,N,,,930,2000,1430,2000,930,2000,1430,2000,930,2000,930,1400
한마음한의원,전부 휴진,N,N,,,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1500
부전한의원,,N,N,800,1400,930,2000,930,2000,930,2000,930,2000,930,2000,930,1400
국제한의원,,N,N,1400,1830,930,2000,930,2000,930,2000,930,2000,930,2000,900,1300
맑은숲구구팔한의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
토닥토닥한의원,09:00 ~ 16:00,N,N,,,900,1800,900,1230,900,1800,900,1230,900,1800,,
서면최성훈한의원,전부휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
경희손한의원,휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
정관에스(S)한의원,휴진없음 9:30~18:00 매주진료,N,N,930,1800,930,2030,930,2030,930,2030,930,2030,930,2030,930,1800
다정한한의원,오후 2:30까지 진료(점심시간 없이 진료),N,N,930,1430,930,2100,930,2100,930,2100,930,2100,930,2100,930,1430
늘편한한의원,"신정, 설연휴, 추석연휴",N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
센텀경희한의원,휴진,N,N,,,900,1800,900,1800,,,900,1800,900,1800,900,1300
광덕안정한의원 부산중구점,09:00~14~00,N,N,,,900,2000,900,1900,900,1900,900,1330,900,2000,900,1400
함소아한의원,,N,N,,,930,2000,930,1900,930,2000,930,1900,930,1900,910,1400
경희하늘애한의원,,N,N,900,1400,900,2000,900,2000,900,2000,900,2000,900,2000,900,1400
정안한의원,,N,N,900,1700,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700
광덕안정한의원,전부휴진,N,N,,,,,,,,,,,,,,
평일한의원,,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
경희미르애한의원,,N,N,900,1500,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,900,1500
더바른한의원,전부 휴진,N,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700
굿윌치과병원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
미주치과병원,전부 휴진,N,N,,,930,1900,930,2000,930,1900,930,2000,930,1900,1000,1400
엘리트치과병원,오후 5시 이후,N,N,800,1700,800,2100,800,2100,800,2100,800,2100,800,2100,800,1700
성분도치과병원,,N,N,,,1000,1800,1000,1800,1000,2000,,,1000,1800,1000,1700
하나인치과병원,9:30~14:00 진료,N,N,930,1400,930,2000,930,2000,930,2000,930,2000,930,2000,930,1400
유앤아이치과병원,토요일에 준함. 상황에 따른 종일 휴진.,N,N,,,900,2000,900,1800,900,2000,900,1800,900,2000,900,1300
더블유에스치과병원,,N,N,800,1700,800,2100,800,2100,800,2100,800,2100,800,2100,800,1700
이앤미우리들치과병원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
바른윤곽치과병원,,N,N,,,900,2030,900,2030,900,2030,900,2030,900,2030,900,1500
우리홈치과의원,,N,N,,,1000,2100,1000,1800,,,1000,2100,1000,1800,1000,1500
닥터조이치과의원,,N,N,1000,1500,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500
페리오치과의원,9:00~21:00 까지 진료,N,N,900,1800,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
아이러브치과의원,휴진(일요일인 공휴일은 진료합니다)설과 추석이 일요일인경우 휴진합니다.,N,N,900,1300,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
스마트케어치과의원,전부 휴진,N,N,,,930,2100,930,2100,930,2100,930,2100,930,2100,930,1700
메디스치과의원,전부 휴진,N,N,,,930,2000,930,1800,930,2000,930,2000,930,1800,930,1300
대연건치과의원,휴무,N,N,,,900,1730,900,1900,900,1730,900,1900,900,1730,900,1300
대명치과의원,오전 9시 30분 ~ 오후 1시 (점심시간 없음),N,N,,,930,2030,930,1830,930,1830,930,2030,930,1830,930,1300
자기치아살리기드림플란트치과의원,,N,N,900,1800,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
한마음치과의원,전부휴진,N,N,,,930,2100,930,2100,930,2100,930,2100,930,2100,930,1700
유디화명치과의원,전부 휴진,N,N,,,930,2100,930,1830,930,1830,930,2100,930,1830,930,1630
삐뚤한이바르게치과교정과치과의원,전부휴진,N,N,,,930,1830,930,2030,930,1830,930,1830,930,2030,930,1400
이담치과의원,전부 휴진,N,N,,,900,1800,900,1800,900,2100,900,2100,900,1800,900,1400
맥치과의원 명지점,전부휴진,N,N,,,930,1900,930,1900,1230,2100,930,1900,930,1900,930,1400
미래도담치과의원,"임시 공휴일(선거, 임시휴무일 등)을 제외한, 정부지정 공휴일 및 일요일은 진료휴무",N,N,,,930,2030,930,1830,930,1830,930,2030,930,1830,930,1400
센텀오딧세이치과의원,휴진,N,N,,,930,1830,930,2000,930,1830,930,1830,930,2000,930,1300
박정형웰치과의원,전부 휴진,N,N,,,,,,,,,,,,,,
미소를만드는치과교정과치과의원,,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
이드림치과의원,전부휴진,N,N,,,1000,2000,1000,1900,1000,2000,1000,1900,1000,1900,1000,1400
김채현치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1330
개금최치과의원,오후 1시반 이후,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,930,1330
성화식구강악안면외과치과의원,,N,N,,,,,830,2100,830,1830,,,830,2100,830,1830
함께하는치과의원,전부 휴진,N,N,,,930,1900,930,2100,930,1900,930,1900,930,1900,930,1300
백년미소치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
강남성모치과의원,"전부휴진(단, 공휴일 있는 주는 목요일 정상진료)",Y,N,,,1030,1900,1030,1900,1030,1900,,,1030,1900,930,1400
오션치과의원,전부 휴진,N,N,,,930,1830,930,2000,930,1830,1430,1830,930,1830,930,1330
바른강치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,1400,2100,930,1830,900,1400
예본치과의원,전부 휴진,N,N,,,1030,2100,930,1830,930,1830,,,1030,1830,930,1330
이좋은치과의원,,N,N,900,1300,900,1800,900,2000,900,2000,900,1800,900,1800,900,1300
김성식치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,1400,2100,930,1830,930,1400
정원기치과의원,휴진,N,N,,,1030,1900,1030,1900,1030,1900,,,1030,1900,930,1400
구자룡치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,2000,1400,1830,930,1830,930,1330
정윤식치과의원,,N,N,0,0,1000,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1400
김관세치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
한치과의원,전부 휴진,N,N,,,930,1830,930,2030,930,1830,930,2030,930,1830,930,1400
탑서울치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
동래중앙치과의원,휴진,N,N,,,930,2030,930,1830,930,2030,930,1830,930,1830,930,1400
박용수치과의원,,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1500
바다치과의원,23년.05월01일 근로자의날 휴진,N,N,,,,,,,,,,,,,,
우치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1300,930,1800,930,1300
백치과의원,전부휴진,N,N,,,930,1830,930,1830,1400,1830,930,1830,930,1830,930,1330
강치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1400
한겨레 치과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
김인영치과의원,,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400
한솔치과의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1600
김앤김치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
덕천치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,
김준배치과의원,휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1200
백준호치과의원,휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,930,1300
조은치과의원,1시까지,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300
최태수치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,,
박경호치과의원,휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400
장동수치과의원,휴진,N,N,,,930,1830,930,1830,1400,1900,930,1830,930,1830,930,1400
노블리안치과의원,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1230
다대치과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
김우진치과의원,휴진,N,N,,,,,,,,,,,,,,
현대치과의원,휴무,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
일광치과의원,,N,N,,,930,1730,930,1730,930,1730,930,1730,930,1730,930,1200
박동균치과의원,휴무,N,N,,,1000,1830,1000,1830,1000,1400,1000,1830,1000,1830,1000,1300
이향치과의원,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
고촌치과의원,전부 휴무,N,N,,,930,1830,930,1830,930,1830,930,2000,930,1830,930,1400
서울치과의원,휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1530
신일치과의원,휴무,N,N,,,930,2030,930,1730,930,2030,930,1730,930,1730,,
화명치과의원,휴진,N,N,,,900,600,900,600,900,600,900,600,900,600,900,1300
김준영치과의원,전부 휴진,N,N,,,920,1730,920,1730,920,1730,920,1730,920,1730,920,1300
지현치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1230
초읍예치과의원,전부휴진,N,N,,,,,,,,,,,,,,
김태준치과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
손희익치과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
박기백치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
양희택치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
K&K서울치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
박기봉치과의원,,N,N,,,,,,,,,,,,,,
학장치과의원,,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
박종을치과의원,휴진,N,N,,,930,1830,930,1830,1300,2100,930,1830,930,1830,930,1400
대신치과의원,,N,N,,,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1600
김기철치과의원,휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
좋은우리치과의원,휴진,N,N,,,930,1810,930,1810,1410,1810,930,1810,930,1810,930,1210
도시치과의원,휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1530
최상룡치과의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600
홍시영치과의원,휴진,N,N,,,,,,,,,,,,,,
조성재치과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
아름다운휴치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
이치과의원,휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500
이수영치과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1230
이용희치과의원,진료없음,N,N,,,,,,,,,,,,,,
배치과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
서승도치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1230
노창진치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1200
리치치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
세프치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
프랜드구철인부부치과의원,전부 휴진,N,N,,,930,1800,930,2000,930,1800,930,1800,930,1800,930,1300
센텀에이스치과의원,전부휴진,N,N,,,910,1800,910,1800,910,1800,1410,1800,910,1800,910,1230
신향근치과의원,전부휴진,N,N,,,,,,,,,,,,,,
영동치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,900,1300
센텀타워치과의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1330
동남치과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,,
성소치과의원,,N,N,,,930,1800,,,,,,,,,930,1500
e-화이트치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
구원태치과의원,휴무,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
중앙치과의원,,N,N,,,,,,,,,,,,,,
장철호 치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
신원부부치과의원,전부 휴진,N,N,,,,,,,,,,,,,,
이주연치과의원,오전 진료,N,N,,,,,,,,,,,,,,
오복치과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1500
미시간치과의원,,N,N,,,930,1800,930,1800,930,1800,,,930,1800,930,1300
고려치과의원,,N,N,,,920,1820,920,1820,920,1820,920,1820,920,1820,920,1400
연제치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,1400,1800,930,1800,930,1230
사직뉴욕치과의원,휴진,Y,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1700
부산유펜치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
이사랑치과의원,휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
정인섭치과의원,휴진,N,N,,,,,,,,,,,,,,
하늘치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,1430,1830,930,1830,930,1300
아름다운이치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
김정희치과의원,,N,N,,,930,1700,930,1700,930,1700,930,1700,930,1700,930,1200
김영삼치과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
바른이치과의원,휴무,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300
금강치과의원,휴진,N,N,,,930,630,930,630,930,630,930,630,930,630,930,200
최동준치과의원,전부휴진,N,N,,,930,1830,930,2100,930,1830,930,2100,930,1830,930,1300
중앙부부치과의원,전부휴진,N,N,,,1030,1830,1030,1830,1030,1830,1030,1830,1030,1830,1030,1600
아이들치과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
예일치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,,
이루미치과의원,휴진,N,N,,,930,630,930,630,930,2030,930,630,930,630,930,1400
선한이웃치과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300
김유광치과의원,휴무,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
우리들치과의원,휴진,N,N,,,,,,,,,,,,,,
웰컴치과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300
아름다운치과의원,휴진,N,N,,,,,,,,,,,,,,
예인치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1200
럭키치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
애플치과의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,1400,1800,930,1800,930,1300
센텀월드치과의원,휴무,Y,Y,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
개구쟁이치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
플러스치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
위드미치과의원,,N,N,,,930,1900,930,1900,930,1900,1400,2030,930,1900,930,1200
로덴치과의원,전부휴진,N,N,,,,,,,,,,,,,,
참치과의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600
그리운치과의원,전부휴진,N,N,,,,,,,,,,,,,,
세방치과의원,,N,N,,,1030,1900,1030,1900,1030,1900,1030,1900,1030,1900,900,1800
이&이치과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1630
민락치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
프랜드치과의원,,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300
정다운치과의원,,N,Y,,,1000,2030,1000,2030,1000,1830,1000,1830,1800,1800,,
이수근치과의원,휴무,N,N,,,1000,1800,1430,1800,1000,1800,1000,1800,1000,1800,1000,1300
프라임치과보철과치과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
새날치과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
프랜드금치과의원,휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500
프랜드정치과의원,전부휴진,N,N,0,0,900,1800,900,2000,900,1800,900,2000,900,1800,0,0
부부치과의원,전부 휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500
명성치과의원,,N,N,,,930,1830,930,1830,,,930,1830,930,1830,930,1230
성심치과의원,전부휴진,Y,Y,,,930,1830,930,1930,930,1830,930,1830,930,1830,930,1400
선부부치과의원,휴진,N,N,,,930,1800,930,1800,930,1300,930,1800,930,1800,930,1700
에이스치과의원,휴진,N,Y,,,930,1830,1000,2000,930,1830,930,1830,930,1830,930,1300
더편한치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
미래치과의원,"진료 09:00~12:30/ 설날 연휴, 어린이날, 추석 연휴, 성탄절은 휴진",N,N,,,,,900,1800,900,1800,,,900,1800,900,1230
신치과의원,전부휴진휴진,Y,Y,,,930,1800,930,1800,930,1800,1400,2030,930,1800,930,1330
CDC해운대어린이치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1230
월드치과의원,전부 휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
이튼부부치과의원,,Y,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
이조은치과의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,,
